,names,scores,logfoldchanges,pvals,pvals_adj,abslfc
4035,CD4,99.111336,1.6972805,0.0,0.0,1.6972805
4784,RHOB,83.57871,1.6970149,0.0,0.0,1.6970149
2682,CORO6,117.46716,1.6969378,0.0,0.0,1.6969378
4174,PARP10,96.9068,1.6966394,0.0,0.0,1.6966394
10927,VSIG10L,-117.51319,-1.6966376,0.0,0.0,1.6966376
10900,ZNF599,-117.35382,-1.6964167,0.0,0.0,1.6964167
1224,SEC24B,122.58483,1.6963208,0.0,0.0,1.6963208
12014,MRPL16,-121.71098,-1.6962733,0.0,0.0,1.6962733
11186,PDCD2L,-119.3173,-1.695162,0.0,0.0,1.695162
11608,FAM98A,-120.9084,-1.6947385,0.0,0.0,1.6947385
3519,NMNAT1,108.37866,1.6940804,0.0,0.0,1.6940804
3868,ABHD6,102.23044,1.6938976,0.0,0.0,1.6938976
5687,ADGRL3,55.442398,1.6937612,0.0,0.0,1.6937612
11556,SMIM19,-120.720314,-1.6935823,0.0,0.0,1.6935823
2256,ZEB2,120.09782,1.693521,0.0,0.0,1.693521
4216,HTR7,96.10341,1.6935114,0.0,0.0,1.6935114
2071,MED13L,121.01822,1.6931196,0.0,0.0,1.6931196
11642,MAP7D3,-121.00501,-1.6927236,0.0,0.0,1.6927236
11331,SDHAF1,-119.91086,-1.6926916,0.0,0.0,1.6926916
4086,IDUA,98.3362,1.6926041,0.0,0.0,1.6926041
8353,ESRP1,-55.344994,-1.6923407,0.0,0.0,1.6923407
6522,ACTG2,24.024471,-1.6919512,1.5435741360654017e-127,1.6649271281444343e-127,1.6919512
2382,TMBIM1,119.430405,1.6919008,0.0,0.0,1.6919008
4444,LINC02268,91.15575,1.6916885,0.0,0.0,1.6916885
3745,CRY2,104.64521,1.6911416,0.0,0.0,1.6911416
10134,LRR1,-107.94207,-1.6910049,0.0,0.0,1.6910049
11507,ZNF614,-120.59567,-1.6907657,0.0,0.0,1.6907657
10080,B3GNT8,-106.88664,-1.6907406,0.0,0.0,1.6907406
11969,ARL2BP,-121.65383,-1.6906748,0.0,0.0,1.6906748
1560,LARP4B,122.26582,1.6906168,0.0,0.0,1.6906168
1804,NVL,121.8332,1.6901289,0.0,0.0,1.6901289
11467,FAM76B,-120.44387,-1.6899184,0.0,0.0,1.6899184
12111,CNDP2,-121.8397,-1.6896933,0.0,0.0,1.6896933
8633,OR8D4,-65.52483,-1.68955,0.0,0.0,1.68955
1901,RERE,121.55033,1.689428,0.0,0.0,1.689428
11902,SMARCD1,-121.54143,-1.6889247,0.0,0.0,1.6889247
3524,SYPL2,108.351974,1.6888995,0.0,0.0,1.6888995
9720,ARHGDIG,-99.65356,-1.6884931,0.0,0.0,1.6884931
10533,FLVCR1-DT,-113.451225,-1.6880777,0.0,0.0,1.6880777
11142,PIGT,-119.12315,-1.6880237,0.0,0.0,1.6880237
2588,SLC23A2,118.14019,1.6874688,0.0,0.0,1.6874688
13633,FAM204A,-122.4847,-1.6871831,0.0,0.0,1.6871831
11867,GATAD1,-121.48181,-1.6862512,0.0,0.0,1.6862512
12800,ZNF322,-122.28541,-1.686242,0.0,0.0,1.686242
12839,TXNDC12,-122.29784,-1.6861445,0.0,0.0,1.6861445
8889,APOD,-74.92154,-1.6860839,0.0,0.0,1.6860839
3679,CLMP,105.752884,1.685886,0.0,0.0,1.685886
11683,AMZ2,-121.08691,-1.6857188,0.0,0.0,1.6857188
11787,MEX3C,-121.32186,-1.6855745,0.0,0.0,1.6855745
8843,IL4R,-73.55563,-1.685558,0.0,0.0,1.685558
10764,HYPK,-115.93826,-1.6846056,0.0,0.0,1.6846056
12036,ZNF677,-121.74786,-1.6842494,0.0,0.0,1.6842494
11708,DEXI,-121.13037,-1.6839582,0.0,0.0,1.6839582
8647,LRRC10,-65.884926,-1.6839222,0.0,0.0,1.6839222
