,names,scores,logfoldchanges,pvals,pvals_adj,abslfc
1902,NRXN2,100.92947,1.9967072,0.0,0.0,1.9967072
5226,ADCY2,54.86361,1.9949622,0.0,0.0,1.9949622
3062,PRDM6,84.96038,1.9944254,0.0,0.0,1.9944254
2668,MAB21L1,90.00847,1.9942088,0.0,0.0,1.9942088
886,ZNF215,117.31404,1.9940119,0.0,0.0,1.9940119
2899,VTN,87.40389,1.9935836,0.0,0.0,1.9935836
1761,LINC00923,103.140854,1.9933039,0.0,0.0,1.9933039
1411,CRACR2A,108.51886,1.9931929,0.0,0.0,1.9931929
1037,SEPTIN11,114.51264,1.9930052,0.0,0.0,1.9930052
1063,PNPLA3,114.12211,1.9926449,0.0,0.0,1.9926449
3492,HJURP,79.50475,1.9904636,0.0,0.0,1.9904636
14524,MYRFL,-133.05626,-1.9891587,0.0,0.0,1.9891587
14353,PROX1,-127.18611,-1.9889414,0.0,0.0,1.9889414
1445,TNFRSF13C,107.98998,1.9885671,0.0,0.0,1.9885671
14506,HIPK3,-132.28445,-1.9884233,0.0,0.0,1.9884233
14236,ZMAT4,-122.610664,-1.9883226,0.0,0.0,1.9883226
14057,RAPGEF4,-116.96167,-1.9867697,0.0,0.0,1.9867697
3109,OLFM1,84.46583,1.9867675,0.0,0.0,1.9867675
4302,FNDC1,67.4696,1.9863412,0.0,0.0,1.9863412
948,TNFSF15,115.92311,1.9861052,0.0,0.0,1.9861052
14640,RALGPS1,-136.31082,-1.9852754,0.0,0.0,1.9852754
1311,CD68,110.058205,1.9852028,0.0,0.0,1.9852028
14561,MAP3K20,-134.13454,-1.9847181,0.0,0.0,1.9847181
7518,SLC9C2,20.165064,1.984171,1.9848900692248645e-90,2.3631616453940727e-90,1.984171
14103,SLC30A10,-118.64126,-1.9838701,0.0,0.0,1.9838701
1035,HSD17B2,114.53834,1.9832153,0.0,0.0,1.9832153
5813,TAL2,45.999405,1.9823726,0.0,0.0,1.9823726
1047,SAMD11,114.38827,1.9815122,0.0,0.0,1.9815122
730,FRMD6,120.104576,1.9811742,0.0,0.0,1.9811742
343,PCDHGB7,128.1714,1.9807485,0.0,0.0,1.9807485
408,BCAT1,127.080086,1.9804376,0.0,0.0,1.9804376
1963,TMSB4X,99.99152,1.979766,0.0,0.0,1.979766
4059,SFRP5,71.003334,1.9794409,0.0,0.0,1.9794409
13151,KCNA7,-90.74388,-1.9763414,0.0,0.0,1.9763414
2252,TMCC3,95.57257,1.9755543,0.0,0.0,1.9755543
14102,C9orf50,-118.45045,-1.975299,0.0,0.0,1.975299
71,PLD2,136.51251,1.9749702,0.0,0.0,1.9749702
1299,CCDC15,110.20184,1.974567,0.0,0.0,1.974567
4027,CCDC144NL,71.64063,1.9740496,0.0,0.0,1.9740496
753,EFNA2,119.654396,1.968255,0.0,0.0,1.968255
2195,BISPR,96.41417,1.9665508,0.0,0.0,1.9665508
10646,MT1X,-33.80368,-1.9660697,1.741400948497986e-250,2.388266826999596e-250,1.9660697
13471,HSF4,-100.40212,-1.9659747,0.0,0.0,1.9659747
630,RGS17,122.224144,1.9658346,0.0,0.0,1.9658346
14667,ATP1B1,-137.21222,-1.9657623,0.0,0.0,1.9657623
846,LIFR,117.937195,1.9646316,0.0,0.0,1.9646316
14264,ERICD,-123.69111,-1.9643677,0.0,0.0,1.9643677
2342,GLDN,94.348564,1.9636726,0.0,0.0,1.9636726
3542,RASGRF2,78.83875,1.963423,0.0,0.0,1.963423
373,RDH12,127.649895,1.9633855,0.0,0.0,1.9633855
1654,PRODH2,104.65674,1.9618349,0.0,0.0,1.9618349
987,TMEM158,115.47395,1.9612312,0.0,0.0,1.9612312
6899,LEFTY1,29.534082,1.9610637,1.0515166430302802e-191,1.3763165945443551e-191,1.9610637
1161,SLC66A3,112.464554,1.9602474,0.0,0.0,1.9602474
1516,DLGAP1-AS2,106.55816,1.9600176,0.0,0.0,1.9600176
1751,PTN,103.22698,1.9582857,0.0,0.0,1.9582857
8216,TMC8,8.281494,1.9581138,1.2163890980913704e-16,1.302922628469819e-16,1.9581138
1661,FANCB,104.54011,1.9574827,0.0,0.0,1.9574827
5580,CAPN9,49.457558,1.9573582,0.0,0.0,1.9573582
14158,ANKRD61,-120.26214,-1.9562705,0.0,0.0,1.9562705
6815,GLIPR1,30.862225,1.9544141,3.8399492859400526e-209,5.098047431722936e-209,1.9544141
13578,TBX2-AS1,-103.383575,-1.9543579,0.0,0.0,1.9543579
852,PLLP,117.870125,1.9543308,0.0,0.0,1.9543308
13579,PPP1R3C,-103.38798,-1.9537667,0.0,0.0,1.9537667
1685,LMX1B,104.27384,1.9535806,0.0,0.0,1.9535806
14293,PLPP7,-125.1297,-1.9528719,0.0,0.0,1.9528719
1703,CADM2,103.97102,1.9517398,0.0,0.0,1.9517398
2005,OAF,99.36602,1.9494237,0.0,0.0,1.9494237
942,MORC4,116.128716,1.9485168,0.0,0.0,1.9485168
