,GeneID,logfc_Native_CM,logfc_Early_hipsc_CM,description
978,PTPRZ1,-3.2286577,2.248201,protein tyrosine phosphatase receptor type Z1 [Source:HGNC Symbol;Acc:HGNC:9685]
1329,GAP43,-2.4724836,2.9338183,growth associated protein 43 [Source:HGNC Symbol;Acc:HGNC:4140]
782,TMEM158,-3.689613,1.9612312,transmembrane protein 158 [Source:HGNC Symbol;Acc:HGNC:30293]
1206,CELF3,-2.6747265,2.7019072,CUGBP Elav-like family member 3 [Source:HGNC Symbol;Acc:HGNC:11967]
1526,PNLDC1,2.0884612,-3.4562385,PARN like ribonuclease domain containing exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:21185]
735,TRIM59,-3.8202968,1.8877418,tripartite motif containing 59 [Source:HGNC Symbol;Acc:HGNC:30834]
620,RETREG1,4.102201,-1.7578522,reticulophagy regulator 1 [Source:HGNC Symbol;Acc:HGNC:25964]
1080,GPR35,2.974751,-2.4147975,G protein-coupled receptor 35 [Source:HGNC Symbol;Acc:HGNC:4492]
1130,VILL,-2.8694577,2.4916282,villin like [Source:HGNC Symbol;Acc:HGNC:30906]
875,EPHA10,3.448878,-2.066549,EPH receptor A10 [Source:HGNC Symbol;Acc:HGNC:19987]
1418,DNAJC22,-2.3052511,3.0914023,DnaJ heat shock protein family (Hsp40) member C22 [Source:HGNC Symbol;Acc:HGNC:25802]
619,GALNT16,4.1026816,-1.7329121,polypeptide N-acetylgalactosaminyltransferase 16 [Source:HGNC Symbol;Acc:HGNC:23233]
756,PCDHGC4,-3.7629464,1.8829463,"protocadherin gamma subfamily C, 4 [Source:HGNC Symbol;Acc:HGNC:8717]"
710,DLL3,-3.8765578,1.8241537,delta like canonical Notch ligand 3 [Source:HGNC Symbol;Acc:HGNC:2909]
870,HMCN1,-3.46358,2.0339377,hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
1476,RAB25,-2.1878397,3.217165,"RAB25, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18238]"
820,PLPP7,3.599997,-1.9528719,phospholipid phosphatase 7 (inactive) [Source:HGNC Symbol;Acc:HGNC:28174]
627,ATP8A1,4.0935016,-1.7141169,ATPase phospholipid transporting 8A1 [Source:HGNC Symbol;Acc:HGNC:13531]
1261,PPP1R12B,2.5815666,-2.7162375,protein phosphatase 1 regulatory subunit 12B [Source:HGNC Symbol;Acc:HGNC:7619]
614,ABRACL,-4.1133804,1.6955993,ABRA C-terminal like [Source:HGNC Symbol;Acc:HGNC:21230]
1830,A4GALT,1.53312,-4.527289,"alpha 1,4-galactosyltransferase (P1PK blood group) [Source:HGNC Symbol;Acc:HGNC:18149]"
719,TRAF5,-3.8582258,1.7956824,TNF receptor associated factor 5 [Source:HGNC Symbol;Acc:HGNC:12035]
857,RALGPS1,3.4896295,-1.9852754,Ral GEF with PH domain and SH3 binding motif 1 [Source:HGNC Symbol;Acc:HGNC:16851]
755,MPP4,3.7647898,-1.8398588,MAGUK p55 scaffold protein 4 [Source:HGNC Symbol;Acc:HGNC:13680]
1231,CDC42EP1,-2.6342185,2.6281414,CDC42 effector protein 1 [Source:HGNC Symbol;Acc:HGNC:17014]
1375,ADM2,-2.389996,2.8893125,adrenomedullin 2 [Source:HGNC Symbol;Acc:HGNC:28898]
1171,DSC3,-2.7525768,2.5068917,desmocollin 3 [Source:HGNC Symbol;Acc:HGNC:3037]
1539,KIRREL2,-2.0540028,3.3555434,kirre like nephrin family adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:18816]
1172,BAALC,-2.7524817,2.5014105,BAALC binder of MAP3K1 and KLF4 [Source:HGNC Symbol;Acc:HGNC:14333]
551,SPRY4,-4.4261007,1.5554812,sprouty RTK signaling antagonist 4 [Source:HGNC Symbol;Acc:HGNC:15533]
698,SOX4,-3.9077787,1.7584738,SRY-box transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11200]
576,INSL3,-4.294475,1.5987635,insulin like 3 [Source:HGNC Symbol;Acc:HGNC:6086]
1336,RAC2,-2.4609485,2.78949,Rac family small GTPase 2 [Source:HGNC Symbol;Acc:HGNC:9802]
926,COTL1,-3.352235,2.045461,coactosin like F-actin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:18304]
1381,GLI1,-2.3833086,2.8753884,GLI family zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:4317]
739,NUSAP1,-3.8054368,1.7996397,nucleolar and spindle associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18538]
927,C11orf91,-3.347885,2.0436497,chromosome 11 open reading frame 91 [Source:HGNC Symbol;Acc:HGNC:34444]
892,MUSTN1,-3.4081402,2.0045261,"musculoskeletal, embryonic nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:22144]"
607,CENPU,-4.150997,1.6455591,centromere protein U [Source:HGNC Symbol;Acc:HGNC:21348]
1123,KCNIP2,2.8785977,-2.3560848,potassium voltage-gated channel interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:15522]
1009,NKD1,-3.1323984,2.1560786,NKD inhibitor of WNT signaling pathway 1 [Source:HGNC Symbol;Acc:HGNC:17045]
838,GNG3,-3.5505931,1.902072,G protein subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:4405]
871,OAF,-3.463141,1.9494237,out at first homolog [Source:HGNC Symbol;Acc:HGNC:28752]
1420,EPB41L2,-2.2987816,2.9348257,erythrocyte membrane protein band 4.1 like 2 [Source:HGNC Symbol;Acc:HGNC:3379]
1239,CD9,-2.62489,2.5693944,CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]
1223,TSGA10IP,-2.6508877,2.5432312,testis specific 10 interacting protein [Source:HGNC Symbol;Acc:HGNC:26555]
704,CDCA8,-3.8955572,1.7303356,cell division cycle associated 8 [Source:HGNC Symbol;Acc:HGNC:14629]
1423,LHCGR,-2.2865467,2.9406147,luteinizing hormone/choriogonadotropin receptor [Source:HGNC Symbol;Acc:HGNC:6585]
732,FHL3,-3.823939,1.7523013,four and a half LIM domains 3 [Source:HGNC Symbol;Acc:HGNC:3704]
611,PNMA8C,-4.1226153,1.6220161,PNMA family member 8C [Source:HGNC Symbol;Acc:HGNC:53427]
847,IGSF9B,3.5210524,-1.8921882,immunoglobulin superfamily member 9B [Source:HGNC Symbol;Acc:HGNC:32326]
885,CALHM5,-3.4253197,1.9422839,calcium homeostasis modulator family member 5 [Source:HGNC Symbol;Acc:HGNC:21568]
1366,OSR2,-2.415524,2.7521305,odd-skipped related transciption factor 2 [Source:HGNC Symbol;Acc:HGNC:15830]
1244,MGAT4C,2.6192796,-2.5336928,MGAT4 family member C [Source:HGNC Symbol;Acc:HGNC:30871]
854,TPRG1-AS1,3.5010383,-1.8952508,TPRG1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42391]
1752,MTUS2,1.6828427,-3.9386485,microtubule associated scaffold protein 2 [Source:HGNC Symbol;Acc:HGNC:20595]
1804,PLP1,-1.5816008,4.178659,proteolipid protein 1 [Source:HGNC Symbol;Acc:HGNC:9086]
793,BEST3,3.671243,-1.800116,bestrophin 3 [Source:HGNC Symbol;Acc:HGNC:17105]
1135,CPNE2,-2.864141,2.3020499,copine 2 [Source:HGNC Symbol;Acc:HGNC:2315]
1472,EHD2,-2.1929824,3.0064895,EH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3243]
1479,LRP2,-2.1851635,3.0155456,LDL receptor related protein 2 [Source:HGNC Symbol;Acc:HGNC:6694]
960,ZNF534,3.2714176,-2.0089622,zinc finger protein 534 [Source:HGNC Symbol;Acc:HGNC:26337]
1444,TMEM171,-2.2521088,2.9090996,transmembrane protein 171 [Source:HGNC Symbol;Acc:HGNC:27031]
1533,LUCAT1,2.0759628,-3.1550372,lung cancer associated transcript 1 [Source:HGNC Symbol;Acc:HGNC:48498]
1819,PSKH2,-1.5578207,4.1962547,protein serine kinase H2 [Source:HGNC Symbol;Acc:HGNC:18997]
788,SLFN12,-3.6815372,1.774274,schlafen family member 12 [Source:HGNC Symbol;Acc:HGNC:25500]
1124,GAREM2,-2.8784134,2.26852,GRB2 associated regulator of MAPK1 subtype 2 [Source:HGNC Symbol;Acc:HGNC:27172]
1062,HSPA12B,-3.0120556,2.1647537,heat shock protein family A (Hsp70) member 12B [Source:HGNC Symbol;Acc:HGNC:16193]
1169,EDNRB,-2.7550633,2.362722,endothelin receptor type B [Source:HGNC Symbol;Acc:HGNC:3180]
1490,HOXB13,-2.1675649,2.9941278,homeobox B13 [Source:HGNC Symbol;Acc:HGNC:5112]
1152,PCOLCE,-2.8265047,2.2952325,procollagen C-endopeptidase enhancer [Source:HGNC Symbol;Acc:HGNC:8738]
893,BMPER,-3.4059598,1.900571,BMP binding endothelial regulator [Source:HGNC Symbol;Acc:HGNC:24154]
603,ST3GAL5,-4.154936,1.5531602,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:10872]"
630,KIRREL1,-4.085135,1.5752524,kirre like nephrin family adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:15734]
730,PLSCR1,-3.8346064,1.6595416,phospholipid scramblase 1 [Source:HGNC Symbol;Acc:HGNC:9092]
712,NETO1,-3.8710558,1.6393828,neuropilin and tolloid like 1 [Source:HGNC Symbol;Acc:HGNC:13823]
1096,SLC4A3,2.9422312,-2.1567507,solute carrier family 4 member 3 [Source:HGNC Symbol;Acc:HGNC:11029]
605,CD74,-4.1526146,1.5270244,CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]
684,NHLH1,-3.940258,1.608355,nescient helix-loop-helix 1 [Source:HGNC Symbol;Acc:HGNC:7817]
899,NRROS,-3.403287,1.8572158,negative regulator of reactive oxygen species [Source:HGNC Symbol;Acc:HGNC:24613]
1488,GPC3,-2.1696472,2.913192,glypican 3 [Source:HGNC Symbol;Acc:HGNC:4451]
708,RABGAP1L-DT,3.88344,-1.6275085,RABGAP1L divergent transcript [Source:HGNC Symbol;Acc:HGNC:54296]
766,GNG8,-3.7293754,1.6885848,G protein subunit gamma 8 [Source:HGNC Symbol;Acc:HGNC:19664]
779,TLR6,-3.6967666,1.7033253,toll like receptor 6 [Source:HGNC Symbol;Acc:HGNC:16711]
596,PLXND1,-4.1919107,1.5012919,plexin D1 [Source:HGNC Symbol;Acc:HGNC:9107]
904,TTC39A-AS1,3.3957024,-1.8475562,TTC39A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40851]
1535,GBP2,-2.0678833,3.0298266,guanylate binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4183]
738,RBM43,-3.8064005,1.6434126,RNA binding motif protein 43 [Source:HGNC Symbol;Acc:HGNC:24790]
1203,DEPDC1B,-2.686765,2.3279579,DEP domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24902]
839,NIM1K,3.5428398,-1.7653807,NIM1 serine/threonine protein kinase [Source:HGNC Symbol;Acc:HGNC:28646]
1224,CD200,-2.6501482,2.3501878,CD200 molecule [Source:HGNC Symbol;Acc:HGNC:7203]
934,CCNB2,-3.3360085,1.8598543,cyclin B2 [Source:HGNC Symbol;Acc:HGNC:1580]
748,PTPN13,-3.7804575,1.6382189,protein tyrosine phosphatase non-receptor type 13 [Source:HGNC Symbol;Acc:HGNC:9646]
876,CLDN14,3.4435015,-1.7957048,claudin 14 [Source:HGNC Symbol;Acc:HGNC:2035]
964,CPA1,-3.2518356,1.9005038,carboxypeptidase A1 [Source:HGNC Symbol;Acc:HGNC:2296]
1260,LIN28B,-2.5826685,2.3883374,lin-28 homolog B [Source:HGNC Symbol;Acc:HGNC:32207]
623,PDIA4,-4.0979095,1.5029863,protein disulfide isomerase family A member 4 [Source:HGNC Symbol;Acc:HGNC:30167]
907,EME1,-3.3879924,1.8148291,essential meiotic structure-specific endonuclease 1 [Source:HGNC Symbol;Acc:HGNC:24965]
1314,ATP6V0E2-AS1,2.4926496,-2.463328,ATP6V0E2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44180]
872,NOXA1,3.4630353,-1.7551696,NADPH oxidase activator 1 [Source:HGNC Symbol;Acc:HGNC:10668]
920,ABLIM1,3.367395,-1.8039765,actin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:78]
1382,OLFML1,-2.3821433,2.542947,olfactomedin like 1 [Source:HGNC Symbol;Acc:HGNC:24473]
716,C2CD4C,-3.863673,1.5651406,C2 calcium dependent domain containing 4C [Source:HGNC Symbol;Acc:HGNC:29417]
672,SPINT1,-3.9821167,1.5184658,"serine peptidase inhibitor, Kunitz type 1 [Source:HGNC Symbol;Acc:HGNC:11246]"
1378,PPARGC1A,2.3841755,-2.5321205,PPARG coactivator 1 alpha [Source:HGNC Symbol;Acc:HGNC:9237]
694,AKR1C3,-3.9147902,1.5420889,aldo-keto reductase family 1 member C3 [Source:HGNC Symbol;Acc:HGNC:386]
1740,CORO6,1.6969378,-3.5472903,coronin 6 [Source:HGNC Symbol;Acc:HGNC:21356]
1559,SYT6,-2.0241714,2.9735649,synaptotagmin 6 [Source:HGNC Symbol;Acc:HGNC:18638]
1186,ANKRD65,-2.7251186,2.2077014,ankyrin repeat domain 65 [Source:HGNC Symbol;Acc:HGNC:42950]
1464,TMEM37,-2.206444,2.7225547,transmembrane protein 37 [Source:HGNC Symbol;Acc:HGNC:18216]
1496,MCHR1,-2.1616585,2.777006,melanin concentrating hormone receptor 1 [Source:HGNC Symbol;Acc:HGNC:4479]
1121,CCDC74A,-2.8846226,2.0689244,coiled-coil domain containing 74A [Source:HGNC Symbol;Acc:HGNC:25197]
1033,ST6GAL2,-3.0884643,1.9279869,"ST6 beta-galactoside alpha-2,6-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10861]"
1368,MITF,2.4019947,-2.4748912,melanocyte inducing transcription factor [Source:HGNC Symbol;Acc:HGNC:7105]
1208,EDN2,2.6744528,-2.2207775,endothelin 2 [Source:HGNC Symbol;Acc:HGNC:3177]
1118,EIF2AK3-DT,-2.8938298,2.046208,EIF2AK3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54066]
1675,GAD1,-1.8161902,3.2507145,glutamate decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:4092]
713,CBS,-3.8704388,1.5250227,cystathionine beta-synthase [Source:HGNC Symbol;Acc:HGNC:1550]
1387,JPH2,2.3744264,-2.4814787,junctophilin 2 [Source:HGNC Symbol;Acc:HGNC:14202]
1780,KRT7,-1.632236,3.602841,keratin 7 [Source:HGNC Symbol;Acc:HGNC:6445]
1504,ITGA1,-2.1439888,2.7401018,integrin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:6134]
1736,TRDN,1.7098588,-3.4339442,triadin [Source:HGNC Symbol;Acc:HGNC:12261]
1547,FOXA3,-2.0406716,2.8657079,forkhead box A3 [Source:HGNC Symbol;Acc:HGNC:5023]
811,PIGZ,3.6204197,-1.6150254,phosphatidylinositol glycan anchor biosynthesis class Z [Source:HGNC Symbol;Acc:HGNC:30596]
745,KCNF1,-3.7857046,1.5429704,potassium voltage-gated channel modifier subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:6246]
1401,RNF144B,2.3466349,-2.4799583,ring finger protein 144B [Source:HGNC Symbol;Acc:HGNC:21578]
1373,MESP1,-2.3930414,2.4284816,mesoderm posterior bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:29658]
792,LRRN4,-3.6725667,1.580999,leucine rich repeat neuronal 4 [Source:HGNC Symbol;Acc:HGNC:16208]
763,CLDN19,-3.7413664,1.5505321,claudin 19 [Source:HGNC Symbol;Acc:HGNC:2040]
1205,ZNF732,-2.67883,2.1598222,zinc finger protein 732 [Source:HGNC Symbol;Acc:HGNC:37138]
1315,ZNF469,-2.4924724,2.3185632,zinc finger protein 469 [Source:HGNC Symbol;Acc:HGNC:23216]
1240,AMZ1,2.6245377,-2.1883793,archaelysin family metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:22231]
873,PLA2G4C,3.4601078,-1.6547221,phospholipase A2 group IVC [Source:HGNC Symbol;Acc:HGNC:9037]
1753,C2CD4B,-1.6821188,3.399947,C2 calcium dependent domain containing 4B [Source:HGNC Symbol;Acc:HGNC:33628]
742,HELLS,-3.7958105,1.5054412,"helicase, lymphoid specific [Source:HGNC Symbol;Acc:HGNC:4861]"
1045,SGO1,-3.0480492,1.8688184,shugoshin 1 [Source:HGNC Symbol;Acc:HGNC:25088]
1292,LCN15,-2.5251615,2.2543957,lipocalin 15 [Source:HGNC Symbol;Acc:HGNC:33777]
815,COBL,3.60975,-1.5657481,cordon-bleu WH2 repeat protein [Source:HGNC Symbol;Acc:HGNC:22199]
1057,PIP5KL1,-3.0197735,1.8716257,phosphatidylinositol-4-phosphate 5-kinase like 1 [Source:HGNC Symbol;Acc:HGNC:28711]
1271,ONECUT1,-2.5708323,2.1972766,one cut homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8138]
987,CILP,-3.2022994,1.7638376,cartilage intermediate layer protein [Source:HGNC Symbol;Acc:HGNC:1980]
963,SLC14A1,3.2655752,-1.7283986,solute carrier family 14 member 1 (Kidd blood group) [Source:HGNC Symbol;Acc:HGNC:10918]
1477,SEZ6L2,-2.186061,2.5799081,seizure related 6 homolog like 2 [Source:HGNC Symbol;Acc:HGNC:30844]
1089,CD83,-2.9550297,1.9079013,CD83 molecule [Source:HGNC Symbol;Acc:HGNC:1703]
1307,FGFR4,-2.5089676,2.2371044,fibroblast growth factor receptor 4 [Source:HGNC Symbol;Acc:HGNC:3691]
1183,SMOC1,-2.7295506,2.0562394,SPARC related modular calcium binding 1 [Source:HGNC Symbol;Acc:HGNC:20318]
1558,C8G,2.0244586,-2.7714717,complement C8 gamma chain [Source:HGNC Symbol;Acc:HGNC:1354]
1291,FAIM2,-2.5260906,2.2171044,Fas apoptotic inhibitory molecule 2 [Source:HGNC Symbol;Acc:HGNC:17067]
1074,PIF1,-2.9867861,1.8727349,PIF1 5'-to-3' DNA helicase [Source:HGNC Symbol;Acc:HGNC:26220]
1713,TSPAN19,1.7566237,-3.1820304,tetraspanin 19 [Source:HGNC Symbol;Acc:HGNC:31886]
970,TOX,3.2415001,-1.7208964,thymocyte selection associated high mobility group box [Source:HGNC Symbol;Acc:HGNC:18988]
1520,OSBP2,2.1068404,-2.647097,oxysterol binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8504]
1140,GLIPR1,-2.8534393,1.9544141,GLI pathogenesis related 1 [Source:HGNC Symbol;Acc:HGNC:17001]
1085,RRBP1,-2.9650846,1.879808,ribosome binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10448]
1620,CASZ1,1.9078292,-2.9201872,castor zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:26002]
925,GBE1,3.352291,-1.6487149,"1,4-alpha-glucan branching enzyme 1 [Source:HGNC Symbol;Acc:HGNC:4180]"
1555,MIR133A1HG,2.0317278,-2.719759,MIR133A1 host gene [Source:HGNC Symbol;Acc:HGNC:49594]
1069,BCO2,2.9945185,-1.8445747,beta-carotene oxygenase 2 [Source:HGNC Symbol;Acc:HGNC:18503]
1008,NOS3,-3.1364758,1.7603356,nitric oxide synthase 3 [Source:HGNC Symbol;Acc:HGNC:7876]
944,AKAP12,-3.3119001,1.6659671,A-kinase anchoring protein 12 [Source:HGNC Symbol;Acc:HGNC:370]
1775,FAM81A,1.6450937,-3.352089,family with sequence similarity 81 member A [Source:HGNC Symbol;Acc:HGNC:28379]
1220,TTBK1,2.6530025,-2.076873,tau tubulin kinase 1 [Source:HGNC Symbol;Acc:HGNC:19140]
1581,FLT4,-1.9860562,2.7722034,fms related receptor tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3767]
1492,TBX4,-2.164272,2.536837,T-box transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11603]
1202,HMGA2-AS1,-2.68685,2.034244,HMGA2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53973]
1481,TNNI3K,2.178618,-2.48103,TNNI3 interacting kinase [Source:HGNC Symbol;Acc:HGNC:19661]
1643,TYROBP,-1.8711523,2.8832462,transmembrane immune signaling adaptor TYROBP [Source:HGNC Symbol;Acc:HGNC:12449]
891,RTKN2,-3.4086046,1.5800858,rhotekin 2 [Source:HGNC Symbol;Acc:HGNC:19364]
1564,GALNT6,-2.0200663,2.6652305,polypeptide N-acetylgalactosaminyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:4128]
902,CENPH,-3.397546,1.5843244,centromere protein H [Source:HGNC Symbol;Acc:HGNC:17268]
1146,TIMP4,-2.8409834,1.8939024,TIMP metallopeptidase inhibitor 4 [Source:HGNC Symbol;Acc:HGNC:11823]
1524,MMP14,-2.0999072,2.5372932,matrix metallopeptidase 14 [Source:HGNC Symbol;Acc:HGNC:7160]
866,ERBB4,3.4763877,-1.5230312,erb-b2 receptor tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3432]
1115,TYRO3,-2.902478,1.8187379,TYRO3 protein tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:12446]
972,SRSF9,-3.2411075,1.6247357,serine and arginine rich splicing factor 9 [Source:HGNC Symbol;Acc:HGNC:10791]
939,ARHGAP28,-3.3276577,1.579205,Rho GTPase activating protein 28 [Source:HGNC Symbol;Acc:HGNC:25509]
1360,APOBEC3G,-2.4233513,2.16587,apolipoprotein B mRNA editing enzyme catalytic subunit 3G [Source:HGNC Symbol;Acc:HGNC:17357]
1227,FRMD6,-2.6409018,1.9811742,FERM domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19839]
1319,INAVA,-2.4884608,2.0998988,innate immunity activator [Source:HGNC Symbol;Acc:HGNC:25599]
1403,ADAMTSL5,2.3450217,-2.2251472,ADAMTS like 5 [Source:HGNC Symbol;Acc:HGNC:27912]
1333,PDLIM5,2.4647992,-2.112285,PDZ and LIM domain 5 [Source:HGNC Symbol;Acc:HGNC:17468]
880,AQP5,-3.4381232,1.5071201,aquaporin 5 [Source:HGNC Symbol;Acc:HGNC:638]
1595,MTUS2-AS1,1.9620161,-2.611502,MTUS2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40924]
1277,LDHD,2.5626798,-1.9985375,lactate dehydrogenase D [Source:HGNC Symbol;Acc:HGNC:19708]
1377,LAMB3,2.386672,-2.1395838,laminin subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:6490]
1293,DNAJA4,2.5212898,-2.0159857,DnaJ heat shock protein family (Hsp40) member A4 [Source:HGNC Symbol;Acc:HGNC:14885]
1010,TANC1,3.1293666,-1.6211911,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1 [Source:HGNC Symbol;Acc:HGNC:29364]"
982,COLQ,3.2192273,-1.5686597,collagen like tail subunit of asymmetric acetylcholinesterase [Source:HGNC Symbol;Acc:HGNC:2226]
1654,SCARA3,-1.8508512,2.72017,scavenger receptor class A member 3 [Source:HGNC Symbol;Acc:HGNC:19000]
1428,GALNT12,-2.2739475,2.2085478,polypeptide N-acetylgalactosaminyltransferase 12 [Source:HGNC Symbol;Acc:HGNC:19877]
1731,LZTS1,-1.7249306,2.8998306,leucine zipper tumor suppressor 1 [Source:HGNC Symbol;Acc:HGNC:13861]
1445,CHAC1,-2.2487135,2.2189944,ChaC glutathione specific gamma-glutamylcyclotransferase 1 [Source:HGNC Symbol;Acc:HGNC:28680]
1796,SLCO3A1,1.5934968,-3.1245215,solute carrier organic anion transporter family member 3A1 [Source:HGNC Symbol;Acc:HGNC:10952]
1480,MTMR11,-2.1830528,2.2692769,myotubularin related protein 11 [Source:HGNC Symbol;Acc:HGNC:24307]
1475,REC114,2.1898878,-2.2612767,REC114 meiotic recombination protein [Source:HGNC Symbol;Acc:HGNC:25065]
1297,EFNA2,-2.5155146,1.968255,ephrin A2 [Source:HGNC Symbol;Acc:HGNC:3222]
1129,ANKH,2.8719046,-1.7215102,ANKH inorganic pyrophosphate transport regulator [Source:HGNC Symbol;Acc:HGNC:15492]
1222,GLP1R,2.6520894,-1.8597481,glucagon like peptide 1 receptor [Source:HGNC Symbol;Acc:HGNC:4324]
1527,CHST1,-2.0837467,2.3569973,carbohydrate sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:1969]
1827,CXCL3,-1.5393662,3.1871004,C-X-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:4604]
1685,GPD1,1.8063476,-2.7093368,glycerol-3-phosphate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:4455]
1326,CCDC15,-2.4780812,1.974567,coiled-coil domain containing 15 [Source:HGNC Symbol;Acc:HGNC:25798]
1807,PAPPA2,1.5751173,-3.1022117,pappalysin 2 [Source:HGNC Symbol;Acc:HGNC:14615]
1353,SP6,-2.4304643,2.006087,Sp6 transcription factor [Source:HGNC Symbol;Acc:HGNC:14530]
1328,ANKRD61,2.4761407,-1.9562705,ankyrin repeat domain 61 [Source:HGNC Symbol;Acc:HGNC:22467]
1813,CADPS,1.5658966,-3.090806,calcium dependent secretion activator [Source:HGNC Symbol;Acc:HGNC:1426]
1532,SBSPON,-2.077175,2.328275,somatomedin B and thrombospondin type 1 domain containing [Source:HGNC Symbol;Acc:HGNC:30362]
1034,GHR,3.0868602,-1.5558763,growth hormone receptor [Source:HGNC Symbol;Acc:HGNC:4263]
1309,PPP1R13B,2.5067675,-1.9085102,protein phosphatase 1 regulatory subunit 13B [Source:HGNC Symbol;Acc:HGNC:14950]
1646,DANT1,-1.8690271,2.535451,"DXZ4 associated non-coding transcript 1, proximal [Source:HGNC Symbol;Acc:HGNC:50863]"
1478,GPR87,-2.186007,2.1593506,G protein-coupled receptor 87 [Source:HGNC Symbol;Acc:HGNC:4538]
1831,CCDC3,-1.5327541,3.073629,coiled-coil domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23813]
1028,CHEK1,-3.1010766,1.5163409,checkpoint kinase 1 [Source:HGNC Symbol;Acc:HGNC:1925]
1039,PRG4,-3.0709066,1.526214,proteoglycan 4 [Source:HGNC Symbol;Acc:HGNC:9364]
1020,SYTL3,3.1112564,-1.5030094,synaptotagmin like 3 [Source:HGNC Symbol;Acc:HGNC:15587]
1358,RGN,2.4254742,-1.9262813,regucalcin [Source:HGNC Symbol;Acc:HGNC:9989]
1624,PRDM1,-1.902358,2.4482193,PR/SET domain 1 [Source:HGNC Symbol;Acc:HGNC:9346]
1113,PLCB4,2.9098547,-1.5964073,phospholipase C beta 4 [Source:HGNC Symbol;Acc:HGNC:9059]
1042,ONECUT2,-3.0640185,1.5143865,one cut homeobox 2 [Source:HGNC Symbol;Acc:HGNC:8139]
1837,USP2,1.526286,-3.037767,ubiquitin specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:12618]
1498,CPT1A,2.156914,-2.1485577,carnitine palmitoyltransferase 1A [Source:HGNC Symbol;Acc:HGNC:2328]
1249,DPP10-AS1,-2.6007519,1.7814002,DPP10 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40941]
1243,GBP1,-2.620489,1.7679198,guanylate binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4182]
1549,TMEM132E,-2.0375307,2.2702057,transmembrane protein 132E [Source:HGNC Symbol;Acc:HGNC:26991]
1594,IMPG1,1.9667089,-2.3505526,interphotoreceptor matrix proteoglycan 1 [Source:HGNC Symbol;Acc:HGNC:6055]
1683,ULBP1,-1.8070363,2.5490646,UL16 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:14893]
1100,TACC2,2.9381366,-1.5627147,transforming acidic coiled-coil containing protein 2 [Source:HGNC Symbol;Acc:HGNC:11523]
1187,POLN,2.72495,-1.6826502,DNA polymerase nu [Source:HGNC Symbol;Acc:HGNC:18870]
