"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"TK1",3.60478628229776e-130,1.13667242306218,0.086,0.163,2.5912285233041e-125
"COL21A1",4.27259177452806e-130,2.18918624744831,0.191,0.131,3.07126714528401e-125
"ZNF768",8.87035027521865e-130,0.397801704027802,0.067,0.131,6.37627388833542e-125
"FAM76A",1.04519817053314e-129,0.462987442358969,0.058,0.119,7.51319800924335e-125
"WDR45",1.16883995968395e-129,0.926773703124971,0.107,0.19,8.40197228219614e-125
"TMEM65",1.2219602035344e-129,2.15560790092668,0.32,0.296,8.7838165310663e-125
"YWHAQ",1.49009010772325e-129,0.541236765629899,0.473,0.769,1.0711214721347e-124
"CEP83",1.98993441852762e-129,0.587383787076379,0.109,0.19,1.43042455807021e-124
"ITGA6",7.35497538372709e-129,0.58052713920777,0.096,0.172,5.28697695508455e-124
"RXRB",1.61038848079203e-128,0.642975532291982,0.072,0.138,1.15759555164773e-123
"RACGAP1",2.0313067061845e-128,0.807460361395025,0.06,0.123,1.4601641996066e-123
"USP6NL",2.58523023606151e-128,0.613340285042955,0.105,0.187,1.8583410505881e-123
"TYW1",5.01959217989309e-128,0.497294548293691,0.074,0.14,3.60823344667255e-123
"GTDC1",1.13220228359807e-127,2.82665424699434,0.121,0.068,8.138609675188e-123
"BMPR1A",1.43089012419372e-127,1.0847798400257,0.181,0.307,1.02856674797417e-122
"RAD51B",1.57813966479506e-127,3.07738719325762,0.11,0.059,1.13441413524463e-122
"WHAMM",1.72420784691124e-127,0.303800888511376,0.07,0.134,1.23941232659521e-122
"LYRM1",1.76518159033986e-127,0.845165874772308,0.131,0.224,1.268865482584e-122
"FZD1",2.14968290343387e-127,0.509153568455743,0.12,0.202,1.54525656147537e-122
"AL451069.1",2.36605383087256e-127,0.561980913401666,0.172,0.277,1.70079047524612e-122
"PXDC1",2.8054660263731e-127,0.337000842522707,0.046,0.1,2.01665314373778e-122
"TSPAN9",2.81167231330868e-127,2.67471136621934,0.243,0.201,2.02111440897568e-122
"PIP4K2A",4.30306430031354e-127,0.68125152958127,0.096,0.173,3.09317171099438e-122
"ZBED3",5.84691418167931e-127,0.348932409046579,0.066,0.129,4.20293732121654e-122
"SCP2",6.85858902835514e-127,1.52141849955107,0.466,0.532,4.93015955125253e-122
"SIPA1L1",8.41116764498751e-127,1.66576323639057,0.157,0.272,6.04619963824637e-122
"DDAH1",1.42688046592982e-126,0.967362205823364,0.068,0.134,1.02568448532433e-121
"CRAT",1.58565145658777e-126,0.861524065806891,0.105,0.186,1.13981383653898e-121
"SLC41A3",1.69624009782018e-126,0.449430478932197,0.065,0.127,1.21930826951608e-121
"ANXA4",1.88647701076892e-126,0.551335163495294,0.087,0.158,1.35605626965102e-121
"MRPS21",3.60739971324661e-126,0.564161181644953,0.456,0.728,2.59310713587306e-121
"FAM126B",7.81783553823526e-126,0.445917232546505,0.074,0.139,5.61969471994965e-121
"NXPH2",9.38952533253384e-126,0.754185599999888,0.089,0.163,6.7494724947853e-121
"TAPBP",9.65554168884787e-126,0.550667261591272,0.077,0.143,6.94069303219451e-121
"BTAF1",1.03107135039574e-125,0.758366705964137,0.122,0.208,7.41165018804967e-121
"TTC23",1.85200929824608e-125,0.26549617518503,0.056,0.114,1.33127984385823e-120
"RGS12",2.03710566934055e-125,0.717855137226358,0.09,0.162,1.46433266829207e-120
"AC097376.3",3.10043157527695e-125,0.347888214516527,0.058,0.117,2.22868322925633e-120
"DMAC2L",3.98755059547579e-125,0.836671589015028,0.116,0.201,2.86637099454586e-120
"CD47",5.34946980994362e-125,0.802935622409325,0.14,0.231,3.84535938348177e-120
"MECOM",7.58193839379368e-125,1.22421508855895,0.068,0.134,5.45012477561071e-120
"TFCP2",7.71989628813677e-125,0.713951570515592,0.102,0.179,5.54929304880136e-120
"NNT",1.1512035803987e-124,0.781814156899217,0.271,0.434,8.27519669698e-120
"CISD3",1.57386215400098e-124,0.901826651853603,0.151,0.253,1.13133933216052e-119
"DAB2IP",1.80517411261775e-124,0.690131080699542,0.11,0.192,1.29761330737302e-119
"DAPK3",1.97733064882131e-124,0.864800284013256,0.18,0.291,1.42136459029222e-119
"NDRG3",2.3810176625593e-124,0.634670203003723,0.115,0.197,1.7115469263775e-119
"MYO18B",2.56110510390925e-124,2.63637816814064,0.281,0.255,1.84099918184308e-119
"EIF3L",1.01853097804951e-123,0.585572737509268,0.476,0.775,7.32150622951331e-119
"UCK2",1.38484820679421e-123,0.650776477453868,0.08,0.148,9.9547043648988e-119
"MAML3",1.39266029277142e-123,1.01497682611213,0.123,0.214,1.00108599825288e-118
"PIAS1",2.13646661509835e-123,1.16789093653564,0.223,0.371,1.53575629693115e-118
"TTTY14",3.07614953430846e-123,1.51380131221625,0.11,0.2,2.21122856974695e-118
"RAB11B",4.16146132879028e-123,0.946561681833855,0.265,0.422,2.99138324697432e-118
"KCNH2",4.57365678181914e-123,0.677601192325364,0.167,0.266,3.28768170447505e-118
"PIGU",7.25079995246925e-123,0.584752352117579,0.063,0.123,5.21209252983347e-118
"LIN7B",1.06188883720675e-122,0.508123970497419,0.058,0.117,7.63317552849329e-118
"DCAKD",1.41197164061835e-122,0.58665460783239,0.084,0.153,1.01496757442569e-117
"VDAC2",1.89721716853439e-122,0.278472052739188,0.557,0.873,1.36377661725757e-117
"NDUFAF6",2.9102955787406e-122,0.894721001210593,0.106,0.186,2.09200777086611e-117
"EML2",4.27269446528957e-122,0.446256260439054,0.058,0.117,3.0713409624841e-117
"TMTC2",4.8759507636555e-122,3.09769878026265,0.128,0.076,3.50497968743848e-117
"HEXD",7.12711469068448e-122,0.311051413912986,0.047,0.1,5.12318385310472e-117
"PRDX3",1.31729368553735e-121,0.711730100166986,0.376,0.605,9.46910219974815e-117
"LPCAT4",1.48221023783798e-121,0.468351917672477,0.092,0.161,1.06545718526507e-116
"TELO2",2.62570651180549e-121,0.669178058019296,0.067,0.128,1.88743661188114e-116
"UBE2W",4.84956642233285e-121,0.730742120710451,0.12,0.203,3.48601383136552e-116
"CBFB",1.32343298486176e-120,0.847297337394211,0.111,0.191,9.5132333250818e-116
"MTFR1",1.4449936600567e-120,0.602297172970366,0.066,0.127,1.03870479265856e-115
"AS3MT",1.53902151941145e-120,0.459311438156892,0.055,0.113,1.10629483879853e-115
"CDK17",2.04807548379863e-120,0.607864222887782,0.09,0.16,1.47221810001897e-115
"BRAF",2.07421676748096e-120,0.962200342045363,0.161,0.267,1.49100923896834e-115
"TRIQK",2.39286470602128e-120,0.967859815193768,0.135,0.226,1.72006293662928e-115
"CERS6",8.63126642168904e-120,1.28308124811631,0.242,0.415,6.20441324190273e-115
"SPRED1",1.16039732198495e-119,0.709253492730621,0.081,0.148,8.3412840696244e-115
"KLHL8",1.22018142349221e-119,0.41300044782672,0.056,0.113,8.77103012648903e-115
"MAPKAPK2",1.6630825864687e-119,0.808006348980139,0.221,0.355,1.19547365563129e-114
"PCBP1-AS1",2.75854092487391e-119,0.593791229094128,0.077,0.142,1.98292197302711e-114
"PTGR2",4.99355449904725e-119,0.438674817208213,0.078,0.143,3.58951678055013e-114
"CCNY",6.01095999055861e-119,1.06235148503456,0.212,0.351,4.32085837001325e-114
"RNF115",6.32443577462726e-119,0.715951650549923,0.293,0.467,4.54619416787531e-114
"NTAN1",1.15808786623844e-118,1.03725658805339,0.179,0.291,8.32468300888176e-114
"COG8",1.2325162289787e-118,0.499745002590799,0.064,0.124,8.85969640876762e-114
"SORBS1",1.55815781638937e-118,2.78547034499907,0.187,0.137,1.12005058315517e-113
"KLHL18",1.56744697245953e-118,0.586977164363999,0.073,0.137,1.12672790721308e-113
"PRKCZ",1.97989683373291e-118,0.625121584002168,0.097,0.169,1.42320924099223e-113
"MAN2C1",2.40438632526727e-118,0.710907829345043,0.061,0.119,1.72834502219187e-113
"STXBP4",3.01193574422139e-118,0.739498626012491,0.066,0.127,2.16506977101866e-113
"COX7A2L",3.45663623003861e-118,0.686852052663949,0.438,0.714,2.48473382123865e-113
"AQP1",3.79564552572034e-118,0.293352103824762,0.119,0.197,2.72842387325355e-113
"VPS37B",6.70198874609039e-118,0.54146522943855,0.085,0.153,4.81759057035215e-113
"CD99L2",7.6574910664923e-118,0.482832203372136,0.063,0.122,5.50443430332666e-113
"SAMD4A",8.75264565904772e-118,3.09539125403972,0.281,0.259,6.29166427909327e-113
"MLYCD",1.64950813537587e-117,0.652502074168728,0.135,0.222,1.18571593295224e-112
"VPS35L",6.02804263205393e-117,0.750199102754689,0.118,0.198,4.33313788519933e-112
"FBXL17",1.44584364964926e-116,2.55018127169286,0.207,0.158,1.03931579067738e-111
"COQ2",1.59979121409703e-116,0.560909299976361,0.065,0.125,1.14997791842936e-111
"KLHL28",4.81619749440298e-116,0.330464413470026,0.075,0.137,3.4620272449017e-111
"NAPRT",4.83703773430176e-116,0.905676483132351,0.076,0.141,3.47700783454813e-111
"ZNF44",6.26250041808774e-116,0.411947764881046,0.083,0.147,4.50167317553401e-111
"PCIF1",1.26310065427585e-115,0.587123414472714,0.074,0.137,9.07954643313109e-111
"SNX24",2.76655583602196e-115,0.818880566338237,0.141,0.232,1.98868333160766e-110
"C17orf49",3.01693904730917e-115,0.897602817650571,0.222,0.349,2.16866629537725e-110
"PDPN",4.19043392826583e-115,0.373225712473905,0.085,0.151,3.01220962065533e-110
"RPL4",1.37083858719156e-114,0.437019807767656,0.805,0.964,9.8539990163091e-110
"PNCK",1.42607740109351e-114,2.65517781193914,0.134,0.082,1.02510721822805e-109
"PLCB2",1.49226886469884e-114,0.29585330203578,0.048,0.1,1.07268762801146e-109
"CAVIN3",2.94905327715324e-114,0.856353186589729,0.18,0.286,2.11986796721607e-109
"ABHD17B",3.49112743038778e-114,0.312376816954969,0.069,0.128,2.50952713078565e-109
"TBL1X",7.49025370030562e-114,0.894165791085353,0.119,0.203,5.38421906739069e-109
"SLC6A8",8.6644404226601e-114,0.699304194663435,0.099,0.171,6.22825970902076e-109
"GCFC2",1.14643793956066e-113,0.836969736307085,0.081,0.146,8.24093984094389e-109
"MED30",1.38021267313387e-113,0.806485347744442,0.055,0.111,9.9213827582882e-109
"RPL38",2.08750492910938e-113,0.329985870220855,0.841,0.978,1.5005611681917e-108
"PAM16",3.62660618547474e-113,0.811067605894723,0.237,0.367,2.60691332430481e-108
"SLC12A6",4.12070458582952e-113,0.368611507467246,0.064,0.121,2.96208607743183e-108
"MEG3",4.42232505059229e-113,2.6592051144389,0.129,0.078,3.17889991611725e-108
"ARAF",7.17471727663604e-113,0.785947831503589,0.082,0.148,5.15740201996428e-108
"ATP2A2",1.48348562344947e-112,0.7072383519851,0.448,0.743,1.06637397070419e-107
"BRD3OS",2.75439757102412e-112,0.752456943430853,0.053,0.108,1.97994360597927e-107
"SLX4IP",4.08331432685712e-112,0.434058899132768,0.049,0.101,2.9352088375747e-107
"CAND2",6.04197500773824e-112,0.274880788129715,0.083,0.146,4.34315289481248e-107
"ACOT9",6.12114519974575e-112,0.925276986498383,0.13,0.215,4.40006280393324e-107
"ZNF821",6.1989122228947e-112,0.56327198987247,0.055,0.109,4.45596407318339e-107
"ITM2A",7.44811192745128e-112,1.00886301580981,0.051,0.106,5.3539262968098e-107
"MTUS1",1.18461178977694e-111,1.47411883155067,0.354,0.333,8.51534492845359e-107
"SLC19A2",1.5788771714519e-111,2.33160888916003,0.104,0.057,1.13494427715477e-106
"ANKRD10",1.65988691616e-111,1.02890434293935,0.166,0.264,1.1931765119433e-106
"MT2A",1.86207180302253e-111,-1.52236036339439,0.126,0.197,1.33851307416668e-106
"NR1H2",4.06195828165632e-111,0.656592691470047,0.065,0.123,2.91985747160301e-106
"FOCAD",1.60438926427218e-110,1.04126635783397,0.14,0.233,1.15328313483677e-105
"GPX7",1.73628666941655e-110,0.873698230452004,0.137,0.223,1.2480949465767e-105
"ITPRID2",1.79349537718484e-110,0.63347752607243,0.092,0.159,1.28921828198178e-105
"CDADC1",2.02376804280688e-110,0.552615999946291,0.055,0.108,1.45474518221087e-105
"RILP",4.37552639399656e-110,0.544547794125955,0.07,0.13,3.14525963779654e-105
"NECAB3",1.33637297080563e-109,0.823804823492638,0.121,0.2,9.60624982604214e-105
"BMP2K",2.75703998819999e-109,0.962146252733686,0.146,0.241,1.9818430547178e-104
"STRADA",2.7767107628037e-109,0.385411723360447,0.054,0.107,1.99598299762618e-104
"BMERB1",3.29644553686729e-109,0.809538933965448,0.069,0.128,2.36958394526631e-104
"ZNF69",3.48659640774378e-109,0.500092238327346,0.067,0.124,2.50627009577846e-104
"LRBA",5.18252257928156e-109,1.27687870209906,0.214,0.357,3.72535270566496e-104
"SSPN",7.35775778615841e-109,2.00688850869784,0.197,0.145,5.28897702942425e-104
"RNASEK",8.79254183909528e-109,0.294918475935492,0.454,0.64,6.32034285019686e-104
"TBC1D5",9.9192525222805e-109,1.37843123338579,0.222,0.373,7.13025629059089e-104
"NUP35",1.05231704300802e-108,0.70835523395363,0.051,0.104,7.56437060025452e-104
"CBX4",1.29268538382767e-108,0.424974270815966,0.097,0.165,9.29221034456842e-104
"TCAIM",1.33986960241103e-108,0.697123885693268,0.1,0.171,9.63138466301123e-104
"CISD1",2.29683524885838e-108,0.598235033359132,0.393,0.608,1.65103408193687e-103
"UBR3",6.33235434089758e-108,1.10589092754543,0.194,0.321,4.55188627086741e-103
"ARHGAP17",8.8593142598387e-108,0.586074260695207,0.089,0.155,6.36834086939985e-103
"ABHD11",1.52515262424641e-107,0.873929002389657,0.088,0.156,1.09632546088705e-102
"DGKH",1.54010637754141e-107,1.03565620166235,0.164,0.266,1.10707466736809e-102
"B3GALNT1",1.74243941532219e-107,2.18282918167869,0.167,0.113,1.25251772491605e-102
"SMIM8",2.3491659218834e-107,0.89516069150892,0.155,0.247,1.68865093962745e-102
"CDK2",2.84108681654414e-107,0.885772183263346,0.061,0.118,2.04225843633643e-102
"GP1BB",3.22072455951889e-107,2.03664652208032,0.229,0.176,2.31515343511897e-102
"RASA1",4.50820545765303e-107,0.921357942994744,0.123,0.203,3.24063332912472e-102
"CDCA3",5.5277286102296e-107,1.01425617916722,0.056,0.113,3.97349715689134e-102
"MAGI1",8.14927636398207e-107,2.7657002572977,0.283,0.267,5.85794432872123e-102
"POMT1",1.09443989480415e-106,0.524380810746311,0.051,0.102,7.86716229582064e-102
"HCFC2",1.13259561228345e-106,0.417873099754784,0.054,0.106,8.1414370397771e-102
"FKBP2",1.37465679651161e-106,0.501983171184556,0.215,0.317,9.88144545036442e-102
"ZNRD2",1.54378385682637e-106,0.872523936494424,0.142,0.229,1.1097181498025e-101
"AEBP2",1.55404077796158e-106,0.89118989022384,0.133,0.22,1.11709113242212e-101
"ASAP3",2.34542434800976e-106,0.524785662677391,0.062,0.116,1.68596138407985e-101
"UBE2D4",2.95187742043814e-106,0.617637581935721,0.057,0.111,2.12189804613355e-101
"USP25",1.16355315695253e-105,1.04531660794466,0.16,0.26,8.36396915812187e-101
"TTC21B",1.25553038270603e-105,0.550394902021339,0.077,0.137,9.02512905000572e-101
"BCAM",1.30128506974381e-105,0.85134217149332,0.248,0.381,9.35402746683943e-101
"MLLT6",3.02613682841956e-105,0.790419240414092,0.115,0.19,2.17527793637283e-100
"RPL26",5.32188234520874e-105,0.292256767852805,0.924,0.989,3.8255286862064e-100
"MTSS1",9.06145154706533e-105,0.906801095007507,0.164,0.262,6.51364321557697e-100
"MYO19",1.56232265329844e-104,0.676429478634994,0.05,0.1,1.12304439287052e-99
"ACADVL",1.66403604033817e-104,0.947307737577659,0.309,0.481,1.19615902687628e-99
"SYDE1",1.96730335340919e-104,0.660730784404881,0.056,0.109,1.41415666953113e-99
"LCLAT1",2.07863051764083e-104,1.20187888694639,0.117,0.197,1.49418197499576e-99
"APTR",2.31822448279783e-104,0.587401281842163,0.062,0.117,1.66640930496957e-99
"ARAP1",2.43215056610072e-104,0.430942055872322,0.055,0.105,1.74830279143018e-99
"GTF3A",3.7431245836782e-104,0.894541509692614,0.338,0.532,2.6906702444854e-99
"SMIM30",3.98727681704395e-104,0.833489788023154,0.319,0.491,2.8661741943957e-99
"RBM24",5.9968013848529e-104,1.35751302690911,0.46,0.548,4.31068073947381e-99
"KLHL2",6.73172777804004e-104,0.553983864833083,0.063,0.118,4.83896787868852e-99
"MRPL12",1.27792091998891e-103,0.764756164149133,0.376,0.591,9.18607894915631e-99
"CFLAR",1.88161022355407e-103,0.812081784412095,0.17,0.265,1.35255787699737e-98
"MTRES1",3.01642650667985e-103,0.844941923211606,0.092,0.16,2.16829786579668e-98
"SMURF1",3.034383817561e-103,0.944098815255802,0.087,0.152,2.18120611957737e-98
"SPATA20",3.9293906330776e-103,0.746375928543226,0.08,0.14,2.82456386877517e-98
"UNC45B",6.97455481395976e-103,0.495886605170219,0.294,0.437,5.01351923691869e-98
"MAP7D1",1.00214997680675e-102,0.922945947569938,0.213,0.331,7.20375467827996e-98
"PRMT7",1.16006775529301e-102,0.689140838605714,0.068,0.125,8.33891504537276e-98
"MYO5A",1.23771204874453e-102,0.790034826727998,0.103,0.173,8.89704551999034e-98
"RCHY1",1.27218744745316e-102,0.773918565246073,0.126,0.204,9.14486502852758e-98
"AC008124.1",2.70601781919887e-102,0.475298213346153,0.078,0.137,1.94516678897473e-97
"PPARGC1A",5.62746727235722e-102,2.62579537037622,0.227,0.189,4.04519229938854e-97
"APIP",6.37187499596793e-102,0.776103177594996,0.122,0.197,4.58029490335163e-97
"MICOS10",6.99244753745601e-102,1.12337567952813,0.479,0.505,5.0263810633495e-97
"AL136171.2",1.70707561667966e-101,1.12934803875539,0.236,0.177,1.22709716553784e-96
"ZEB1",2.54295117133506e-101,1.06530660694706,0.187,0.299,1.82794959049078e-96
"CMBL",3.35641837866377e-101,0.580876677749869,0.07,0.128,2.41269422313488e-96
"MED9",4.73636823295013e-101,0.643118884230335,0.068,0.125,3.40464357689154e-96
"TGFB1I1",4.79879383117006e-101,1.8014926868307,0.337,0.318,3.44951696965998e-96
"NDST1",5.7918262530323e-101,0.431962087221069,0.06,0.111,4.16333846546721e-96
"VPS8",7.16825017903967e-101,1.30299791353986,0.132,0.22,5.15275327619908e-96
"PREP",9.1839429573179e-101,0.86021609685437,0.134,0.217,6.60169371600882e-96
"SMYD2",1.77468821249294e-100,2.20933350626209,0.271,0.24,1.2756991277863e-95
"ERC1",1.85230013840954e-100,1.42028783314133,0.249,0.424,1.33148890849293e-95
"SLC25A3",3.07380895045081e-100,0.521213293212695,0.753,0.956,2.20954608785256e-95
"ANKRD28",3.29798253688806e-100,0.673552951846982,0.083,0.144,2.37068878699124e-95
"SFXN4",3.8049478123742e-100,0.994300074373425,0.172,0.27,2.73511063596894e-95
"IFNGR2",4.75322592931292e-100,1.10697940189485,0.139,0.223,3.416761394768e-95
"SERGEF",8.11141103011885e-100,0.637338326930372,0.064,0.118,5.83072559078034e-95
"COL1A2",8.38323352228323e-100,0.823876028782329,0.253,0.367,6.02611975282286e-95
"ST7",9.23740812712315e-100,0.807122680421559,0.124,0.204,6.64012608401993e-95
"BVES",1.40079905729675e-99,0.664567065093631,0.229,0.354,1.00693638635663e-94
"PRKCA",2.45205851469858e-99,0.808587531452575,0.075,0.135,1.76261322212078e-94
"TMEM64",2.58376509093229e-99,0.370345871600032,0.071,0.127,1.85728786031486e-94
"BOLA1",2.80071919164482e-99,0.802167426028576,0.066,0.123,2.01324097653004e-94
"FAM117B",7.07636784076311e-99,0.30468809676178,0.052,0.101,5.08670549497574e-94
"FAM189A2",8.31040047019867e-99,1.01566984772373,0.205,0.321,5.97376516999291e-94
"SNX16",1.01565475332475e-98,0.291735351808443,0.053,0.102,7.30083106332432e-94
"HOMER1",1.07528795515598e-98,1.31811975883044,0.187,0.304,7.72949240804773e-94
"RAMP2",1.22392900546406e-98,1.11462151446326,0.073,0.134,8.79796886997728e-94
"ARL6IP6",1.403051174255e-98,1.09206967076354,0.073,0.132,1.00855527558972e-93
"SGCA",3.08872687999173e-98,2.0643984783087,0.18,0.128,2.22026954314446e-93
"DIS3L2",3.14031398576301e-98,0.766561846936018,0.097,0.163,2.25735190238602e-93
"ITFG1",4.70903863846086e-98,1.13365995450489,0.189,0.3,3.38499824448482e-93
"AFAP1",5.41899652625777e-98,0.819597968074388,0.114,0.185,3.89533727296987e-93
"FNDC3B",5.83411297152304e-98,1.38307562332594,0.225,0.372,4.1937354273199e-93
"EIF2AK3",9.00803530628633e-98,2.8848353362061,0.106,0.063,6.4752460192178e-93
"MICOS13",1.05705810142458e-97,1.44102274704205,0.424,0.441,7.59845075047028e-93
"GPRC5B",2.39241070862249e-97,0.277328647332725,0.057,0.107,1.7197365896791e-92
"AC093157.1",2.56020387755361e-97,0.76964433043244,0.082,0.142,1.84035135330186e-92
"TRAPPC13",6.7391650287386e-97,0.616482611718864,0.056,0.106,4.84431399760817e-92
"GATB",7.95161125306545e-97,0.715373225482232,0.101,0.167,5.71585671704104e-92
"EVL",2.00832007517741e-96,1.01397824391664,0.233,0.36,1.44364071963978e-91
"E2F8",2.19152708578729e-96,0.334786599500481,0.065,0.118,1.57533541507648e-91
"ACYP1",2.93945149217783e-96,1.09775293790697,0.174,0.274,2.11296591612219e-91
"MCU",3.45539757885193e-96,0.977564575659585,0.087,0.15,2.48384344160613e-91
"C1orf198",4.03325212999609e-96,0.902991342067494,0.154,0.24,2.89922262860509e-91
"CLUH",9.52844547383979e-96,0.781780610074525,0.08,0.138,6.84933245996026e-91
"DGKI",9.71436422168249e-96,0.905126551242446,0.195,0.307,6.98297643347202e-91
"RANBP9",2.8608458725143e-95,0.999860209511913,0.166,0.263,2.05646183853945e-90
"TSPAN13",4.3218526045077e-95,0.836975561229078,0.135,0.214,3.10667730769827e-90
"CACNA2D1",3.3300022510018e-94,2.67544528530965,0.241,0.211,2.39370551808763e-89
"SLC39A13",6.10643371526013e-94,0.867532114774204,0.071,0.126,4.38948774754044e-89
"DCAF6",7.81560606098529e-94,0.876876610245154,0.231,0.359,5.61809210481806e-89
"ZNF385B",1.02275743523841e-93,2.97149018629275,0.14,0.095,7.35188727172424e-89
"UBE3D",1.29122981965604e-93,0.692352826155084,0.066,0.12,9.28174731263349e-89
"IL11RA",2.2911213095047e-93,1.36233751899369,0.103,0.17,1.64692673091127e-88
"POLG2",2.38375108830066e-93,0.532978048484812,0.062,0.114,1.71351179480316e-88
"TEX2",3.00112731820635e-93,0.724564061558462,0.086,0.147,2.15730035014627e-88
"CDK19",6.19262761426052e-93,0.781257507220163,0.111,0.182,4.45144650795889e-88
"ZC4H2",6.2565256472147e-93,0.768757969976849,0.087,0.147,4.49737833098734e-88
"TAF9B",8.22957113807694e-93,0.774028701370809,0.078,0.136,5.91566262118385e-88
"JAZF1",8.46445685196719e-93,2.48142359883919,0.202,0.161,6.08450551889957e-88
"NDUFB4",1.30259282082153e-92,0.48705950578717,0.508,0.809,9.36342797391142e-88
"FBXW7",1.77605604620035e-92,1.05872741920276,0.123,0.201,1.2766823676902e-87
"BCLAF3",1.88535022777243e-92,0.281940153197808,0.054,0.101,1.35524630422966e-87
"TUBGCP3",2.01718022475316e-92,0.667858944182058,0.094,0.156,1.45000966095932e-87
"LPP",2.22277415334671e-92,1.43886901149371,0.342,0.606,1.59779674465022e-87
"AC008771.1",6.4634785239579e-92,1.20586858268737,0.068,0.123,4.64614226737665e-87
"PPP1R14C",6.59603146195633e-92,1.08495249419604,0.439,0.452,4.74142529579807e-87
"CMC1",1.3008362163582e-91,0.95168209591026,0.228,0.349,9.35080097404767e-87
"EIF3E",1.85826279830206e-91,0.322956427306596,0.59,0.891,1.33577504730347e-86
"LAMA4",2.52957738077461e-91,0.494740359441927,0.227,0.327,1.81833610862221e-86
"PHC2",2.54413653434885e-91,0.944949932153748,0.135,0.211,1.82880166498599e-86
"CHRM2",2.55557701171472e-91,2.58359326289374,0.251,0.223,1.83702542333089e-86
"AMBRA1",4.44525960217895e-91,2.41673760076504,0.114,0.07,3.19538595983429e-86
"BCL11A",4.837034518766e-91,0.887937631299419,0.158,0.243,3.47700552312457e-86
"ANO5",1.11754290425529e-90,2.39207301934995,0.133,0.088,8.0332336586583e-86
"FZR1",1.44192051306891e-90,0.685330277023696,0.056,0.104,1.03649572240932e-85
"FAM214A",1.51075595513334e-90,0.497831939862225,0.093,0.154,1.0859767032285e-85
"MON2",2.36770941183575e-90,0.999072373702736,0.134,0.213,1.70198055650989e-85
"DLST",3.26185480276744e-90,0.777082150953981,0.146,0.225,2.34471908787332e-85
"GPS2",3.7877110190396e-90,1.06394847589038,0.242,0.367,2.72272031181623e-85
"PPP1R1A",4.47143630296412e-90,0.422195400313266,0.423,0.605,3.2142025576597e-85
"NFYC",5.09478334935824e-90,1.02617307107099,0.22,0.335,3.66228311501919e-85
"DZIP1L",5.14892390859537e-90,0.512982102293344,0.054,0.101,3.70120097321561e-85
"NDUFV3",5.95597741612847e-90,0.605027245047177,0.446,0.698,4.28133524603563e-85
"SNHG5",9.33814084554713e-90,1.17817587583523,0.504,0.558,6.71253578400464e-85
"CUTC",1.18793098305598e-89,0.926545585679118,0.102,0.167,8.53920428550127e-85
"ANKS1A",1.24627276485243e-89,0.775703685028404,0.112,0.181,8.9585825155887e-85
"FBXL5",1.2672465117594e-89,1.13307490752271,0.208,0.319,9.1093481004801e-85
"NR2C2",1.27045129779777e-89,0.761196479673137,0.095,0.157,9.13238506395974e-85
"CTHRC1",1.91536153179052e-89,1.27447588658578,0.056,0.107,1.37681932989698e-84
"CHPT1",2.75120490184451e-89,0.832000199566696,0.143,0.222,1.97764861959289e-84
"FEZ1",4.50461633713403e-89,0.608818426307298,0.083,0.141,3.23805336162205e-84
"C8orf88",1.33509105733726e-88,0.791238540683472,0.102,0.167,9.59703504745744e-84
"PPM1L",4.88527149092971e-88,0.417983156243396,0.054,0.101,3.51167970582501e-83
"VPS50",5.13048181149845e-88,0.666031983331108,0.072,0.125,3.68794424055943e-83
"TNRC18",5.32646694589067e-88,0.957318408262439,0.146,0.23,3.82882423471459e-83
"FBRSL1",5.7708620371799e-88,0.635134109327443,0.08,0.135,4.14826875818603e-83
"LAMTOR5",2.59695760425917e-87,0.543624006787965,0.476,0.747,1.86677103466962e-82
"PPM1D",3.45018820361477e-87,0.538331909376535,0.055,0.102,2.48009878640441e-82
"MCRIP2",7.57743961961406e-87,0.765801317221118,0.305,0.455,5.44689092176717e-82
"CKS2",9.55745854467236e-87,1.38826868510612,0.212,0.325,6.87018792566683e-82
"ARHGAP6",1.00622169813979e-86,1.47760197908755,0.107,0.178,7.23302343273826e-82
"PDXP",1.84311748603191e-86,0.713240592016384,0.085,0.143,1.32488814248432e-81
"WDR44",1.89291295864441e-86,0.305163462654611,0.059,0.107,1.36068262206236e-81
"KAZN",1.9383705149759e-86,1.19065804703943,0.097,0.163,1.39335887728013e-81
"PEAK1",4.81184741393635e-86,1.24182607587843,0.19,0.303,3.45890027655987e-81
"NR2F1",9.05209868288893e-86,1.20694518918352,0.137,0.09,6.50692009622105e-81
"TNRC6C",1.07925341478054e-85,0.99874177119128,0.136,0.215,7.75799732146694e-81
"VTI1A",1.50421329904645e-85,1.02771905318079,0.096,0.159,1.08127364575356e-80
"ITGB1BP2",1.59471799160553e-85,0.574476103047931,0.183,0.268,1.1463311339058e-80
"TRAPPC12",2.5389373428935e-85,0.932952634872958,0.132,0.205,1.82506433019214e-80
"FBXO8",4.28234621777385e-85,0.593105902848683,0.055,0.101,3.07827893172238e-80
"TENT5A",4.56081132399987e-85,1.1183811028223,0.139,0.221,3.27844800403083e-80
"KLF10",5.29248146208173e-85,0.6118192893488,0.087,0.145,3.80439444938821e-80
"CACNA1G",6.16216490190907e-85,0.35842246828391,0.065,0.114,4.4295489964393e-80
